user_id,nama,gender,usia,dob,segmen,segmen_label,pekerjaan,kota,tier_kota,populasi_kota,lat,long,pendapatan_bulan,pengeluaran_bulan,tabungan_bulan,spending_ratio,payment_dominan,punya_smartphone,txn_per_month_min,txn_per_month_max,impulse_base,weekend_boost,night_prob
BUDU00013,Rizki Hartono,L,23,2001-04-28,B,Kelas B (Menengah Atas),Analis Keuangan,Medan,Kota Besar,2400000,3.9047,98.5209,15808336,9844395,5963941,0.623,Kartu Kredit,1,40,90,0.55,1.5,0.35
BUDU00014,Siti Wahyudi,P,28,1996-09-18,D,Kelas D (Menengah Bawah),Driver Ojek Online,Medan,Kota Besar,2400000,3.3238,98.3472,2887040,2654238,232802,0.919,GoPay,1,15,35,0.25,1.15,0.15
BUDU00015,Prita Purnomo,P,34,1990-03-16,A,Kelas A (Kaya),Konsultan Senior,Palembang,Kota Besar,1700000,-2.6962,104.9174,130065948,63160310,66905638,0.486,GoPay,1,50,150,0.65,1.7,0.45
BUDU00016,Intan Situmorang,P,35,1989-02-14,C,Kelas C (Menengah),Staf Administrasi,Yogyakarta,Kota Besar,420000,-7.3011,110.0454,5194935,3488856,1706079,0.672,GoPay,1,25,60,0.4,1.3,0.25
BUDU00017,Nisa Susanto,P,35,1989-01-16,C,Kelas C (Menengah),Perawat,Denpasar,Kota Besar,900000,-8.92,115.3025,3374699,2687105,687594,0.796,OVO,1,25,60,0.4,1.3,0.25
BUDU00018,Nadia Pasaribu,P,33,1991-01-05,C,Kelas C (Menengah),Pegawai Swasta,Semarang,Kota Besar,1800000,-7.4689,110.5658,3920741,2757801,1162940,0.703,Tunai,1,25,60,0.4,1.3,0.25
BUDU00019,Bunga Prasetyo,P,47,1977-01-14,D,Kelas D (Menengah Bawah),SPG/SPB,Bandung,Kota Besar,2500000,-7.3422,107.4248,2949982,2399388,550594,0.813,Tunai,1,15,35,0.25,1.15,0.15
BUDU00020,Dewi Panggabean,P,24,2000-06-23,D,Kelas D (Menengah Bawah),Driver Ojek Online,Cirebon,Kota Kecil,320000,-6.9094,108.901,1710126,1367948,342178,0.8,OVO,1,15,35,0.25,1.15,0.15
BUDU00021,Indri Panggabean,P,47,1977-10-07,B,Kelas B (Menengah Atas),Wirausaha Menengah,Jakarta,Metropolitan,10500000,-6.6379,106.7424,13519711,7226269,6293442,0.534,OVO,1,40,90,0.55,1.5,0.35
BUDU00022,Tono Siregar,L,28,1996-10-22,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Cikaret,Desa,2800,-6.6612,106.6033,2386249,2102044,284205,0.881,Tunai,1,15,35,0.25,1.15,0.15
BUDU00023,Rina Rahayu,P,19,2005-04-15,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Rawa Indah,Desa,6500,-5.7305,107.0146,2549268,2102190,447078,0.825,OVO,1,15,35,0.25,1.15,0.15
BUDU00024,Tono Purnomo,L,43,1981-01-26,E,Kelas E (Miskin),Asisten Rumah Tangga,Desa Panyingkiran,Desa,3700,-6.6061,106.4829,1440649,1362748,77901,0.946,Tunai,0,8,20,0.15,1.05,0.08
BUDU00025,Dewi Nugroho,P,33,1991-03-05,C,Kelas C (Menengah),Perawat,Semarang,Kota Besar,1800000,-7.4472,109.961,3480658,2222653,1258005,0.639,Tunai,1,25,60,0.4,1.3,0.25
BUDU00026,Ella Iskandar,P,30,1994-05-23,E,Kelas E (Miskin),Pedagang Kaki Lima,Semarang,Kota Besar,1800000,-7.4479,110.2949,833641,767049,66592,0.92,DANA,1,8,20,0.15,1.05,0.08
BUDU00027,Zara Wijaya,P,18,2006-11-20,C,Kelas C (Menengah),Guru Tetap,Semarang,Kota Besar,1800000,-7.3647,110.7315,5301896,3631494,1670402,0.685,Tunai,1,25,60,0.4,1.3,0.25
BUDU00028,Elisa Tobing,P,27,1997-02-19,A,Kelas A (Kaya),Pengusaha,Bekasi,Metropolitan,2700000,-6.4159,107.3345,100373004,32943259,67429745,0.328,Kartu Kredit,1,50,150,0.65,1.7,0.45
BUDU00029,Farida Wahyudi,P,41,1983-04-25,C,Kelas C (Menengah),Pegawai Swasta,Tegal,Kota Kecil,285000,-6.6188,109.447,6213923,3902914,2311009,0.628,Transfer Bank,1,25,60,0.4,1.3,0.25
BUDU00030,Gita Sinaga,P,45,1979-01-23,D,Kelas D (Menengah Bawah),Admin Kantor,Bandung,Kota Besar,2500000,-7.0398,107.6534,2626306,2369556,256750,0.902,DANA,1,15,35,0.25,1.15,0.15
BUDU00031,Mulyadi Sutrisno,L,20,2004-07-28,D,Kelas D (Menengah Bawah),Teknisi,Medan,Kota Besar,2400000,3.5882,98.2555,2925092,2528239,396853,0.864,Tunai,1,15,35,0.25,1.15,0.15
BUDU00032,Yanti Iskandar,P,49,1975-10-05,B,Kelas B (Menengah Atas),Pengacara,Depok,Metropolitan,2200000,-6.7854,106.4372,16581462,11055146,5526316,0.667,Transfer Bank,1,40,90,0.55,1.5,0.35
BUDU00033,Lukman Purnomo,L,45,1979-10-02,B,Kelas B (Menengah Atas),Wirausaha Menengah,Medan,Kota Besar,2400000,3.6765,99.0353,8057534,5534012,2523522,0.687,Transfer Bank,1,40,90,0.55,1.5,0.35
BUDU00034,Maya Tambunan,P,41,1983-12-22,A,Kelas A (Kaya),Investor,Depok,Metropolitan,2200000,-6.7913,106.7868,111660967,47058611,64602356,0.421,Kartu Kredit,1,50,150,0.65,1.7,0.45
BUDU00035,Bunga Iskandar,P,38,1986-12-25,C,Kelas C (Menengah),PNS Golongan II,Blitar,Kota Kecil,150000,-8.0699,112.1049,4499482,3659759,839723,0.813,GoPay,1,25,60,0.4,1.3,0.25
BUDU00036,Ella Wahyudi,P,52,1972-04-03,E,Kelas E (Miskin),Buruh Tani,Desa Sukamaju,Desa,5000,-6.4832,106.5945,1286787,1244517,42270,0.967,GoPay,1,8,20,0.15,1.05,0.08
BUDU00037,Dimas Hartono,L,50,1974-12-24,E,Kelas E (Miskin),Buruh Pabrik,Desa Cikaret,Desa,2800,-6.0532,106.6883,1234092,1205302,28790,0.977,GoPay,1,8,20,0.15,1.05,0.08
BUDU00038,Ayu Purnomo,P,35,1989-04-13,A,Kelas A (Kaya),Konsultan Senior,Tangerang Selatan,Metropolitan,1700000,-6.7105,107.1509,109015052,47315210,61699842,0.434,Transfer Bank,1,50,150,0.65,1.7,0.45
BUDU00039,Farida Setiawan,P,18,2006-01-22,C,Kelas C (Menengah),Pegawai Swasta,Jakarta,Metropolitan,10500000,-6.3321,107.0952,6242213,4901799,1340414,0.785,Tunai,1,25,60,0.4,1.3,0.25
BUDU00040,Gilang Santoso,L,22,2002-07-06,B,Kelas B (Menengah Atas),Dosen,Bogor,Metropolitan,1100000,-6.1005,106.8614,15992287,10223394,5768893,0.639,GoPay,1,40,90,0.55,1.5,0.35
BUDU00041,Eko Santoso,L,48,1976-04-01,D,Kelas D (Menengah Bawah),Pedagang Warung,Blitar,Kota Kecil,150000,-8.5761,112.1668,2507551,2243934,263617,0.895,OVO,1,15,35,0.25,1.15,0.15
BUDU00042,Nadia Gunawan,P,21,2003-07-15,C,Kelas C (Menengah),Staf Administrasi,Medan,Kota Besar,2400000,3.3082,98.3086,6138673,4504431,1634242,0.734,Tunai,1,25,60,0.4,1.3,0.25
BUDU00043,Sinta Budiman,P,30,1994-12-23,C,Kelas C (Menengah),PNS Golongan II,Makassar,Kota Besar,1500000,-5.5006,119.8593,5094409,3130881,1963528,0.615,Transfer Bank,1,25,60,0.4,1.3,0.25
BUDU00044,Ani Pratama,P,25,1999-11-16,E,Kelas E (Miskin),Ojek Konvensional,Kediri,Kota Kecil,320000,-8.1885,111.6631,1039094,977315,61779,0.941,GoPay,1,8,20,0.15,1.05,0.08
BUDU00045,Kiki Tobing,P,44,1980-10-19,C,Kelas C (Menengah),Pegawai Swasta,Pekalongan,Kota Kecil,310000,-7.2999,109.2959,3163474,2520428,643046,0.797,OVO,1,25,60,0.4,1.3,0.25
BUDU00046,Yanto Purnomo,L,21,2003-09-22,E,Kelas E (Miskin),Buruh Pabrik,Denpasar,Kota Besar,900000,-8.7932,114.7152,857231,749209,108022,0.874,OVO,0,8,20,0.15,1.05,0.08
BUDU00047,Samsul Sanjaya,L,37,1987-07-14,D,Kelas D (Menengah Bawah),Guru Honorer,Palembang,Kota Besar,1700000,-3.3284,104.4085,2193802,1843801,350001,0.84,DANA,1,15,35,0.25,1.15,0.15
BUDU00048,Gilang Wibowo,L,21,2003-07-05,E,Kelas E (Miskin),Buruh Pabrik,Tasikmalaya,Kota Kecil,700000,-7.6392,108.0458,927598,845613,81985,0.912,Tunai,1,8,20,0.15,1.05,0.08
BUDU00049,Bella Firmansyah,P,35,1989-02-15,D,Kelas D (Menengah Bawah),Admin Kantor,Purwokerto,Kota Kecil,290000,-7.5428,109.0799,2618159,2122113,496046,0.811,OVO,1,15,35,0.25,1.15,0.15
BUDU00050,Rahma Siregar,P,32,1992-06-23,A,Kelas A (Kaya),Notaris,Palembang,Kota Besar,1700000,-3.191,104.4488,83415274,22145975,61269299,0.265,Kartu Debit,1,50,150,0.65,1.7,0.45
BUDU00051,Hana Tambunan,P,51,1973-04-28,E,Kelas E (Miskin),Nelayan,Desa Panyingkiran,Desa,3700,-6.4421,106.4709,1442176,1326160,116016,0.92,OVO,0,8,20,0.15,1.05,0.08
BUDU00052,Wulan Rahayu,P,44,1980-04-19,C,Kelas C (Menengah),Perawat,Semarang,Kota Besar,1800000,-7.3784,110.5309,3798027,2407796,1390231,0.634,Kartu Debit,1,25,60,0.4,1.3,0.25
BUDU00053,Rahma Rahayu,P,27,1997-10-05,C,Kelas C (Menengah),Sales,Bogor,Metropolitan,1100000,-6.4125,106.3939,3253499,2496248,757251,0.767,Transfer Bank,1,25,60,0.4,1.3,0.25
BUDU00054,Gilang Simatupang,L,20,2004-05-28,C,Kelas C (Menengah),Guru Tetap,Blitar,Kota Kecil,150000,-7.6074,111.8736,6860107,5234581,1625526,0.763,GoPay,1,25,60,0.4,1.3,0.25
BUDU00055,Putri Wahyudi,P,39,1985-12-03,C,Kelas C (Menengah),Pegawai Swasta,Medan,Kota Besar,2400000,3.729,99.0801,3657063,2509981,1147082,0.686,DANA,1,25,60,0.4,1.3,0.25
BUDU00056,Joko Sinaga,L,34,1990-06-01,B,Kelas B (Menengah Atas),Pengacara,Jakarta,Metropolitan,10500000,-6.3534,106.7371,16718921,11312323,5406598,0.677,Kartu Debit,1,40,90,0.55,1.5,0.35
BUDU00057,Rizki Susanto,L,34,1990-08-10,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,-5.1523,119.6742,3557088,2252947,1304141,0.633,Transfer Bank,1,25,60,0.4,1.3,0.25
BUDU00058,Erwin Purwanto,L,36,1988-10-05,D,Kelas D (Menengah Bawah),Teknisi,Pekalongan,Kota Kecil,310000,-6.8521,109.5541,2815148,2492927,322221,0.886,Tunai,1,15,35,0.25,1.15,0.15
BUDU00059,Hadi Wijaya,L,18,2006-03-19,E,Kelas E (Miskin),Ojek Konvensional,Tegal,Kota Kecil,285000,-6.5426,109.5993,1195855,1061239,134616,0.887,Tunai,1,8,20,0.15,1.05,0.08
BUDU00060,Afifah Kusuma,P,34,1990-08-28,C,Kelas C (Menengah),Sales,Magelang,Kota Kecil,130000,-7.1896,109.7407,5371851,3904172,1467679,0.727,GoPay,1,25,60,0.4,1.3,0.25
BUDU00061,Ahmad Sanjaya,L,43,1981-06-11,C,Kelas C (Menengah),Sales,Tegal,Kota Kecil,285000,-7.2039,108.8265,4803357,3801267,1002090,0.791,Tunai,1,25,60,0.4,1.3,0.25
BUDU00062,Ella Purnomo,P,38,1986-10-20,C,Kelas C (Menengah),Guru Tetap,Medan,Kota Besar,2400000,3.4934,98.7096,6151159,4320906,1830253,0.702,Tunai,1,25,60,0.4,1.3,0.25
BUDU00063,Dhea Panggabean,P,33,1991-04-06,C,Kelas C (Menengah),Staf Administrasi,Makassar,Kota Besar,1500000,-5.0671,119.565,3135516,2236683,898833,0.713,GoPay,1,25,60,0.4,1.3,0.25
BUDU00064,Prio Siregar,L,27,1997-08-17,A,Kelas A (Kaya),Konsultan Senior,Tangerang Selatan,Metropolitan,1700000,-6.0367,106.4203,58947468,23017191,35930277,0.39,Kartu Kredit,1,50,150,0.65,1.7,0.45
BUDU00065,Lutfi Sutrisno,L,19,2005-03-15,C,Kelas C (Menengah),Sales,Bandung,Kota Besar,2500000,-7.0167,107.6787,5110590,3442288,1668302,0.674,GoPay,1,25,60,0.4,1.3,0.25
BUDU00066,Sari Saputra,P,51,1973-02-28,E,Kelas E (Miskin),Buruh Tani,Yogyakarta,Kota Besar,420000,-7.5796,110.5284,1360524,1191132,169392,0.875,GoPay,1,8,20,0.15,1.05,0.08
BUDU00067,Hasna Prasetyo,P,22,2002-01-28,C,Kelas C (Menengah),Guru Tetap,Blitar,Kota Kecil,150000,-7.876,112.5243,3952731,3192898,759833,0.808,Tunai,1,25,60,0.4,1.3,0.25
BUDU00068,Nanda Kurniawan,L,41,1983-01-23,E,Kelas E (Miskin),Pedagang Kaki Lima,Desa Sejahtera,Desa,4100,-6.117,106.7214,1393689,1245488,148201,0.894,OVO,1,8,20,0.15,1.05,0.08
BUDU00069,Hadi Harahap,L,39,1985-06-09,B,Kelas B (Menengah Atas),Manajer,Semarang,Kota Besar,1800000,-6.5187,110.7001,12669644,7245235,5424409,0.572,Transfer Bank,1,40,90,0.55,1.5,0.35
BUDU00070,Ayu Gunawan,P,29,1995-08-02,B,Kelas B (Menengah Atas),Pengacara,Palembang,Kota Besar,1700000,-2.831,104.6971,15235216,7509740,7725476,0.493,Kartu Debit,1,40,90,0.55,1.5,0.35
BUDU00071,Nanda Nasution,L,44,1980-09-06,D,Kelas D (Menengah Bawah),Karyawan Toko,Pekalongan,Kota Kecil,310000,-6.5589,109.3817,1600763,1273094,327669,0.795,Tunai,1,15,35,0.25,1.15,0.15
BUDU00072,Agus Saputra,L,42,1982-10-21,C,Kelas C (Menengah),Pegawai Swasta,Yogyakarta,Kota Besar,420000,-7.9417,110.8281,4532554,3320973,1211581,0.733,GoPay,1,25,60,0.4,1.3,0.25
BUDU00073,Lukman Wahyudi,L,29,1995-01-27,D,Kelas D (Menengah Bawah),Pedagang Warung,Cirebon,Kota Kecil,320000,-6.8354,109.0064,1945682,1469576,476106,0.755,OVO,1,15,35,0.25,1.15,0.15
BUDU00074,Dhea Gunawan,P,33,1991-11-02,D,Kelas D (Menengah Bawah),Driver Ojek Online,Jombang,Kota Kecil,190000,-7.9727,112.4571,2434998,2016534,418464,0.828,OVO,1,15,35,0.25,1.15,0.15
BUDU00075,Putra Simatupang,L,18,2006-12-19,E,Kelas E (Miskin),Buruh Tani,Tasikmalaya,Kota Kecil,700000,-7.7138,108.6685,1020217,982962,37255,0.963,Tunai,1,8,20,0.15,1.05,0.08
BUDU00076,Gita Prasetyo,P,36,1988-06-08,C,Kelas C (Menengah),PNS Golongan II,Denpasar,Kota Besar,900000,-8.4773,114.7642,3998672,3019903,978769,0.755,GoPay,1,25,60,0.4,1.3,0.25
BUDU00077,Rudi Siregar,L,47,1977-05-07,B,Kelas B (Menengah Atas),Analis Keuangan,Bekasi,Metropolitan,2700000,-6.3131,107.2849,10865537,7183612,3681925,0.661,Transfer Bank,1,40,90,0.55,1.5,0.35
BUDU00078,Ayu Sanjaya,P,37,1987-03-12,D,Kelas D (Menengah Bawah),SPG/SPB,Desa Rawa Indah,Desa,6500,-6.1697,106.741,1680850,1414794,266056,0.842,Tunai,1,15,35,0.25,1.15,0.15
BUDU00079,Nanda Pasaribu,L,46,1978-10-12,B,Kelas B (Menengah Atas),Dosen,Surabaya,Kota Besar,3100000,-6.7672,112.2523,10028473,6867167,3161306,0.685,Kartu Debit,1,40,90,0.55,1.5,0.35
BUDU00080,Mira Tobing,P,23,2001-12-25,B,Kelas B (Menengah Atas),Analis Keuangan,Bandung,Kota Besar,2500000,-6.6492,107.5369,14549843,9211039,5338804,0.633,Kartu Debit,1,40,90,0.55,1.5,0.35
BUDU00081,Bagas Purwanto,L,44,1980-05-25,E,Kelas E (Miskin),Buruh Pabrik,Denpasar,Kota Besar,900000,-8.7427,115.0969,994085,946592,47493,0.952,Tunai,0,8,20,0.15,1.05,0.08
BUDU00082,Udin Wahyudi,L,51,1973-02-25,E,Kelas E (Miskin),Nelayan,Desa Cikaret,Desa,2800,-5.8622,106.5306,1320346,1152594,167752,0.873,Tunai,1,8,20,0.15,1.05,0.08
BUDU00083,Deni Rahayu,L,43,1981-06-15,D,Kelas D (Menengah Bawah),Karyawan Toko,Magelang,Kota Kecil,130000,-6.9848,109.8916,1824486,1677391,147095,0.919,GoPay,1,15,35,0.25,1.15,0.15
BUDU00084,Irwan Situmorang,L,38,1986-05-02,B,Kelas B (Menengah Atas),Manajer,Medan,Kota Besar,2400000,3.2247,99.0609,12946617,5940628,7005989,0.459,Transfer Bank,1,40,90,0.55,1.5,0.35
BUDU00085,Tari Mahendra,P,31,1993-06-08,D,Kelas D (Menengah Bawah),Teknisi,Desa Makmur,Desa,3200,-6.619,106.5202,2543571,1934279,609292,0.76,DANA,0,15,35,0.25,1.15,0.15
BUDU00086,Deni Mahendra,L,37,1987-01-06,B,Kelas B (Menengah Atas),Manajer,Tangerang,Metropolitan,2100000,-5.8196,107.0075,13776384,7021444,6754940,0.51,Kartu Debit,1,40,90,0.55,1.5,0.35
BUDU00087,Yanto Budiman,L,31,1993-05-11,A,Kelas A (Kaya),Artis/Influencer,Bekasi,Metropolitan,2700000,-6.606,106.8247,144970987,36291462,108679525,0.25,GoPay,1,50,150,0.65,1.7,0.45
BUDU00088,Ulfa Iskandar,P,23,2001-11-17,C,Kelas C (Menengah),Guru Tetap,Cirebon,Kota Kecil,320000,-6.598,108.5923,5239377,3470225,1769152,0.662,GoPay,1,25,60,0.4,1.3,0.25
BUDU00089,Firmansyah Rajasa,L,41,1983-05-22,E,Kelas E (Miskin),Buruh Pabrik,Cirebon,Kota Kecil,320000,-6.2847,108.2187,1456059,1303122,152937,0.895,Tunai,1,8,20,0.15,1.05,0.08
BUDU00090,Joko Tobing,L,30,1994-11-03,C,Kelas C (Menengah),Sales,Makassar,Kota Besar,1500000,-5.6256,119.2563,5377583,3525285,1852298,0.656,DANA,1,25,60,0.4,1.3,0.25
BUDU00091,Firmansyah Tobing,L,52,1972-03-13,E,Kelas E (Miskin),Buruh Pabrik,Magelang,Kota Kecil,130000,-7.1398,110.4905,1397946,1361057,36889,0.974,GoPay,1,8,20,0.15,1.05,0.08
BUDU00092,Rudi Hartono,L,45,1979-04-06,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,-7.5299,108.4427,2640141,2272589,367552,0.861,Tunai,1,15,35,0.25,1.15,0.15
BUDU00093,Zara Sihombing,P,48,1976-09-17,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Sejahtera,Desa,4100,-5.8552,107.061,1636746,1481275,155471,0.905,OVO,1,15,35,0.25,1.15,0.15
BUDU00094,Kevin Situmorang,L,25,1999-07-17,A,Kelas A (Kaya),Notaris,Jakarta,Metropolitan,10500000,-6.5083,106.8372,98949838,34412541,64537297,0.348,Transfer Bank,1,50,150,0.65,1.7,0.45
BUDU00095,Irwan Gunawan,L,18,2006-02-18,C,Kelas C (Menengah),Staf Administrasi,Yogyakarta,Kota Besar,420000,-7.6386,110.6266,4919755,2994734,1925021,0.609,Transfer Bank,1,25,60,0.4,1.3,0.25
BUDU00096,Maman Nugroho,L,44,1980-06-22,C,Kelas C (Menengah),PNS Golongan II,Yogyakarta,Kota Besar,420000,-8.2858,110.196,3841398,3050675,790723,0.794,Kartu Debit,1,25,60,0.4,1.3,0.25
BUDU00097,Julia Siregar,P,29,1995-06-07,E,Kelas E (Miskin),Nelayan,Cirebon,Kota Kecil,320000,-7.1908,108.7227,940601,872239,68362,0.927,Tunai,0,8,20,0.15,1.05,0.08
BUDU00098,Bunga Nugroho,P,41,1983-02-28,C,Kelas C (Menengah),Staf Administrasi,Medan,Kota Besar,2400000,3.5796,98.833,6206912,4794487,1412425,0.772,Kartu Debit,1,25,60,0.4,1.3,0.25
BUDU00099,Nanang Sanjaya,L,20,2004-06-12,C,Kelas C (Menengah),Staf Administrasi,Purwokerto,Kota Kecil,290000,-7.7024,109.7184,3988412,3158037,830375,0.792,Transfer Bank,1,25,60,0.4,1.3,0.25
BUDU00100,Putra Kusuma,L,18,2006-03-22,C,Kelas C (Menengah),Guru Tetap,Medan,Kota Besar,2400000,3.7455,98.3717,4329258,2996054,1333204,0.692,GoPay,1,25,60,0.4,1.3,0.25
BUDU00101,Nadia Nasution,P,41,1983-08-20,D,Kelas D (Menengah Bawah),Driver Ojek Online,Palembang,Kota Besar,1700000,-2.4885,104.3155,2443147,1844569,598578,0.755,GoPay,1,15,35,0.25,1.15,0.15
BUDU00102,Yuni Mahendra,P,43,1981-07-10,D,Kelas D (Menengah Bawah),SPG/SPB,Purwokerto,Kota Kecil,290000,-7.2986,109.3741,2988199,2447044,541155,0.819,Tunai,0,15,35,0.25,1.15,0.15
BUDU00103,Wati Sanjaya,P,31,1993-05-05,C,Kelas C (Menengah),Sales,Palembang,Kota Besar,1700000,-2.6054,104.7207,3276531,2393339,883192,0.73,OVO,1,25,60,0.4,1.3,0.25
BUDU00104,Zulfi Wijaya,L,45,1979-05-01,D,Kelas D (Menengah Bawah),Karyawan Toko,Desa Rawa Indah,Desa,6500,-6.463,106.5347,2660209,2230217,429992,0.838,Tunai,1,15,35,0.25,1.15,0.15
BUDU00105,Siti Setiawan,P,25,1999-11-12,D,Kelas D (Menengah Bawah),SPG/SPB,Desa Cikaret,Desa,2800,-6.3206,106.9055,2560165,2287530,272635,0.894,OVO,1,15,35,0.25,1.15,0.15
BUDU00106,Yuni Rahayu,P,27,1997-04-18,B,Kelas B (Menengah Atas),Analis Keuangan,Makassar,Kota Besar,1500000,-4.7111,118.972,19827008,9814421,10012587,0.495,Kartu Kredit,1,40,90,0.55,1.5,0.35
BUDU00107,Joko Nugroho,L,23,2001-05-18,E,Kelas E (Miskin),Nelayan,Desa Makmur,Desa,3200,-6.3769,107.2731,1475583,1281034,194549,0.868,Tunai,0,8,20,0.15,1.05,0.08
BUDU00108,Lutfi Hidayat,L,53,1971-01-23,E,Kelas E (Miskin),Buruh Tani,Desa Rawa Indah,Desa,6500,-5.7367,106.5553,1270821,1193075,77746,0.939,OVO,0,8,20,0.15,1.05,0.08
BUDU00109,Putri Nugroho,P,21,2003-09-14,C,Kelas C (Menengah),Wirausaha Kecil,Denpasar,Kota Besar,900000,-8.5116,115.1065,6674711,4516685,2158026,0.677,Kartu Debit,1,25,60,0.4,1.3,0.25
BUDU00110,Rini Pasaribu,P,31,1993-09-21,D,Kelas D (Menengah Bawah),Admin Kantor,Semarang,Kota Besar,1800000,-6.8427,110.6855,2350524,2067494,283030,0.88,OVO,0,15,35,0.25,1.15,0.15
BUDU00111,Galih Santoso,L,25,1999-06-07,B,Kelas B (Menengah Atas),Dokter,Semarang,Kota Besar,1800000,-6.8834,110.4837,7074862,3977299,3097563,0.562,Kartu Debit,1,40,90,0.55,1.5,0.35
BUDU00112,Putra Budiman,L,20,2004-03-08,D,Kelas D (Menengah Bawah),Karyawan Toko,Jombang,Kota Kecil,190000,-7.668,112.5922,2502319,2021904,480415,0.808,GoPay,1,15,35,0.25,1.15,0.15
BUDU00113,Ivan Wibowo,L,35,1989-11-16,D,Kelas D (Menengah Bawah),SPG/SPB,Semarang,Kota Besar,1800000,-6.5377,109.9385,2324121,1771254,552867,0.762,GoPay,0,15,35,0.25,1.15,0.15
BUDU00114,Yuni Purwanto,P,57,1967-06-19,A,Kelas A (Kaya),Notaris,Bogor,Metropolitan,1100000,-6.8122,106.6133,33184707,14079595,19105112,0.424,Transfer Bank,1,50,150,0.65,1.7,0.45
BUDU00115,Ani Pratama,P,33,1991-09-11,E,Kelas E (Miskin),Buruh Tani,Denpasar,Kota Besar,900000,-8.6453,115.4216,886255,864259,21996,0.975,GoPay,1,8,20,0.15,1.05,0.08
BUDU00116,Siti Pratama,P,34,1990-06-21,C,Kelas C (Menengah),Pegawai Swasta,Jombang,Kota Kecil,190000,-7.4012,111.9037,6536825,5216420,1320405,0.798,DANA,1,25,60,0.4,1.3,0.25
BUDU00117,Ivan Purwanto,L,26,1998-03-04,D,Kelas D (Menengah Bawah),SPG/SPB,Surabaya,Kota Besar,3100000,-6.9908,112.4018,2135607,1869230,266377,0.875,GoPay,1,15,35,0.25,1.15,0.15
